sexo,idade,altura,peso,historico_obesidade_familia,consome_comida_calorica,consome_vegetais,n_refeicoes,come_entre_refeicoes,fuma,consumo_diario_agua,frequencia_atividade_fisica,tempo_usando_eletronicos,consumo_alcool,tipo_transporte
M,18.0,1.7,90.0,nao,sim,3.0,3.0,as vezes,nao,2.0,2.0,0.0,as vezes,transporte publico
F,18.019572,1.701378,50.088468,nao,sim,1.601236,3.433908,as vezes,nao,1.055019,0.819269,1.030848,as vezes,transporte publico
F,25.291974,1.684768,104.821175,sim,sim,3.0,3.0,as vezes,nao,1.444379,0.224482,0.912187,as vezes,transporte publico
F,25.998646,1.640741,104.808542,sim,sim,3.0,3.0,as vezes,nao,2.653531,0.190061,0.692343,as vezes,transporte publico
F,19.071027,1.756865,49.699672,nao,,1.69427,3.266644,as vezes,nao,1.095417,2.0,1.0,as vezes,transporte publico
M,18.178023,1.85478,114.77484,sim,sim,2.0,1.854536,as vezes,nao,2.160169,1.0,,as vezes,transporte publico
F,22.935612,1.732307,54.835576,sim,sim,3.0,3.0,frequentemente,nao,2.00357,1.25955,0.417116,nao,transporte publico
F,22.667596,1.718939,75.951472,sim,sim,2.0,3.0,frequentemente,nao,2.0,0.0,2.0,as vezes,transporte publico
F,22.033129,1.704223,51.437985,sim,sim,2.984425,3.0,frequentemente,nao,2.044694,2.008256,1.250871,nao,transporte publico
M,21.0,1.85,83.0,sim,sim,2.0,1.0,frequentemente,nao,3.0,1.0,0.0,nao,transporte publico
M,29.0,1.641784,89.424947,sim,sim,1.3307,3.0,as vezes,nao,1.880967,0.322013,0.0,as vezes,carro
M,26.734476,1.816197,119.622764,sim,sim,2.247037,3.0,as vezes,nao,2.718408,0.763595,0.0,as vezes,transporte publico
F,19.94814,1.530884,39.371523,nao,sim,1.522001,3.0,as vezes,nao,1.98126,2.306844,0.720454,as vezes,transporte publico
F,19.872667,1.817231,152.371911,sim,sim,3.0,3.0,as vezes,nao,2.305521,1.956278,0.92376,as vezes,transporte publico
F,21.285965,1.72692,131.335786,sim,sim,3.0,3.0,as vezes,nao,1.796267,1.728332,0.897924,as vezes,transporte publico
F,34.281681,1.673333,77.205685,sim,sim,2.689929,1.835543,as vezes,nao,1.718569,0.674348,0.707246,nao,carro
F,21.0,1.63,51.0,nao,sim,2.0,1.0,as vezes,nao,1.0,1.0,1.0,nao,transporte publico
M,26.699317,1.839941,119.956651,sim,,2.244654,3.0,as vezes,nao,2.795752,0.839481,0.0,as vezes,transporte publico
,26.0,1.644141,111.942544,sim,sim,3.0,3.0,as vezes,nao,2.763005,0.0,0.101867,as vezes,transporte publico
F,18.0,1.498561,55.376512,nao,sim,2.0,3.0,as vezes,nao,1.274718,0.129902,0.978574,as vezes,transporte publico
M,22.705772,1.841989,122.024954,sim,sim,3.0,2.52751,as vezes,nao,1.645338,1.025438,0.0,as vezes,transporte publico
M,29.622804,1.814052,109.411622,sim,,2.407817,2.070033,as vezes,nao,1.796257,1.234483,0.178708,as vezes,carro
M,25.846279,1.772731,115.828167,sim,sim,2.381164,3.0,as vezes,nao,2.170225,1.211048,1.89933,as vezes,transporte publico
M,22.285024,1.75376,55.879263,,sim,2.450218,3.995147,as vezes,nao,2.147746,,0.58998,as vezes,transporte publico
F,21.274628,1.737453,50.479039,sim,sim,3.0,3.489918,,nao,1.326694,0.791929,0.128394,nao,transporte publico
F,18.874591,1.533609,41.669346,nao,sim,2.762325,1.163666,as vezes,nao,1.30491,0.25289,1.001405,as vezes,transporte publico
M,22.0,1.88,90.0,sim,sim,2.0,3.0,sempre,nao,1.0,0.0,1.0,as vezes,carro
F,21.322097,1.751118,149.291106,sim,sim,3.0,3.0,as vezes,nao,2.309409,1.68291,0.70558,as vezes,transporte publico
M,29.695603,1.842943,93.798055,sim,sim,2.133955,,as vezes,nao,1.753464,1.729987,1.0,as vezes,transporte publico
F,21.012542,1.615145,68.653347,sim,sim,1.729824,3.612941,nao,nao,2.043703,0.562118,0.426643,as vezes,transporte publico
F,22.865018,1.632118,82.0,sim,sim,2.587789,1.482103,as vezes,nao,1.911664,0.0,,as vezes,transporte publico
F,18.0,1.7,50.0,,nao,2.0,3.0,as vezes,nao,2.0,0.0,1.0,as vezes,andando
F,,1.615854,80.615325,sim,sim,2.0,1.0,as vezes,nao,2.0,0.026142,0.0,nao,transporte publico
M,20.0,1.65,58.0,nao,sim,2.0,3.0,as vezes,nao,,,1.0,as vezes,transporte publico
F,20.530998,1.74647,133.644711,sim,,3.0,3.0,as vezes,nao,2.896088,1.612741,0.77319,as vezes,transporte publico
F,19.300435,1.739354,49.649613,nao,sim,3.0,3.754599,as vezes,nao,1.692112,2.0,1.0,as vezes,transporte publico
M,37.207082,1.762921,118.40174,sim,sim,2.13683,2.993084,as vezes,nao,1.885926,0.615298,,as vezes,carro
M,30.520854,1.784049,120.644178,sim,sim,2.499108,3.0,as vezes,nao,2.040952,0.838739,0.489854,as vezes,carro
M,26.787842,1.817641,87.107317,nao,sim,2.971588,2.743277,as vezes,nao,1.394883,2.0,0.470243,nao,carro
M,25.062942,1.828391,120.998266,sim,sim,3.0,3.0,as vezes,nao,3.0,1.685369,0.264969,as vezes,transporte publico
M,18.0,1.70653,51.121749,sim,sim,2.0,,,nao,2.0,0.0,1.329237,as vezes,transporte publico
M,18.424941,1.753389,54.121925,sim,sim,2.0,3.16645,as vezes,nao,2.278578,1.838881,2.0,as vezes,transporte publico
M,30.403205,1.696365,102.815983,sim,sim,2.79166,2.13229,as vezes,nao,1.254589,0.652736,1.040713,nao,transporte publico
M,30.361365,1.75853,111.635463,sim,sim,1.263216,3.219347,as vezes,nao,1.981782,0.482625,0.0,as vezes,carro
M,30.916426,1.781139,120.794535,,sim,2.111887,3.0,as vezes,nao,2.357373,0.425621,1.416353,as vezes,carro
F,19.314964,1.661403,49.932199,nao,sim,2.205439,3.0,as vezes,nao,1.530531,2.0,1.0,as vezes,transporte publico
F,19.0,1.5,50.0,nao,sim,2.0,3.0,frequentemente,nao,1.0,0.0,2.0,as vezes,transporte publico
M,30.64243,1.653876,102.583895,sim,sim,2.919526,,as vezes,nao,1.175714,0.958555,0.636289,nao,transporte publico
M,38.0,1.75,,sim,nao,3.0,3.0,frequentemente,nao,1.0,2.0,1.0,nao,carro
F,21.0,1.55,50.0,nao,sim,2.0,3.0,as vezes,nao,2.0,0.0,0.0,as vezes,transporte publico
F,22.591026,1.650012,87.676154,sim,sim,2.983851,1.068443,as vezes,nao,2.854161,1.103209,1.0,nao,transporte publico
F,23.0,1.75,56.0,nao,nao,3.0,3.0,frequentemente,nao,2.0,2.0,0.0,as vezes,transporte publico
M,21.0,1.75,72.0,sim,sim,1.0,3.0,frequentemente,nao,3.0,2.0,0.0,as vezes,transporte publico
F,19.0,1.556211,42.339767,,sim,3.0,2.0846,as vezes,nao,2.13755,0.196152,0.062488,nao,transporte publico
F,21.785351,1.675054,,sim,sim,2.929889,3.0,frequentemente,nao,2.792074,0.630944,1.366355,nao,transporte publico
M,18.216032,1.755507,52.0,sim,sim,3.0,3.0,frequentemente,nao,2.0,0.658894,1.0,nao,transporte publico
M,31.540751,1.828092,91.495718,sim,sim,2.0,,as vezes,nao,,0.598438,0.017016,as vezes,carro
F,24.023972,1.599697,64.808022,nao,sim,2.903545,3.0,as vezes,nao,1.549931,0.0,0.273882,,transporte publico
F,23.0,1.5,55.0,sim,sim,3.0,3.0,as vezes,nao,2.0,1.0,0.0,as vezes,moto
F,24.0,1.56,60.0,sim,sim,1.0,3.0,sempre,nao,2.0,0.0,2.0,as vezes,transporte publico
M,23.0,1.65,67.0,sim,sim,2.0,3.0,as vezes,nao,2.0,1.0,1.0,as vezes,transporte publico
F,19.529746,1.751038,133.843033,sim,sim,3.0,3.0,as vezes,nao,2.955075,1.46046,0.655558,as vezes,transporte publico
M,21.086512,1.863685,,sim,sim,2.0,3.0,as vezes,nao,1.005727,0.0,0.798219,as vezes,transporte publico
F,18.0,1.67,66.0,nao,,3.0,3.0,as vezes,nao,2.0,0.0,0.0,as vezes,transporte publico
F,,1.732383,133.043941,sim,sim,3.0,3.0,as vezes,nao,1.610768,1.510398,0.931455,as vezes,transporte publico
M,31.398281,,101.544589,sim,sim,2.0,1.005391,as vezes,nao,2.001936,1.0,0.0,as vezes,transporte publico
M,17.0,1.74,56.0,sim,sim,2.0,3.0,as vezes,nao,2.0,2.0,1.0,nao,transporte publico
F,18.198322,1.543338,71.799982,sim,nao,,3.087119,as vezes,nao,2.0,1.403872,1.0,nao,transporte publico
F,43.604901,1.569234,81.827288,sim,sim,2.909853,1.0,as vezes,nao,2.0,1.308852,0.0,nao,carro
M,18.0,1.7,60.0,nao,sim,2.0,,as vezes,nao,2.0,2.0,1.0,nao,transporte publico
F,21.768153,1.76416,133.888629,sim,sim,3.0,3.0,as vezes,nao,2.32502,1.441791,0.918468,as vezes,transporte publico
F,26.0,1.584782,105.055597,sim,sim,3.0,3.0,as vezes,nao,1.197667,0.0,0.534769,as vezes,transporte publico
,27.562425,1.908608,128.828122,sim,sim,2.206276,3.0,as vezes,nao,1.813082,1.94984,0.0,as vezes,transporte publico
F,22.0,1.73,79.0,sim,sim,2.0,1.0,as vezes,nao,2.0,1.0,0.0,as vezes,transporte publico
M,18.0,1.71889,52.058335,sim,sim,1.950742,3.0,as vezes,nao,1.751723,0.201136,1.743319,as vezes,transporte publico
F,25.293202,1.503379,64.342459,sim,nao,2.0,1.0,as vezes,nao,1.639807,0.072117,0.0,nao,transporte publico
F,,1.52,42.0,nao,sim,3.0,1.0,frequentemente,nao,1.0,0.0,0.0,as vezes,transporte publico
F,21.051982,1.729719,131.877558,sim,sim,3.0,3.0,as vezes,nao,1.422483,1.708971,0.673009,as vezes,transporte publico
M,18.0,1.6,58.0,sim,sim,2.0,3.0,frequentemente,nao,2.0,1.0,0.0,as vezes,transporte publico
M,22.766227,1.874061,89.754302,sim,sim,2.0,2.870005,as vezes,nao,1.15031,0.417724,1.0,as vezes,carro
M,17.0,1.7,70.0,sim,sim,,3.0,as vezes,nao,2.0,,2.0,as vezes,andando
M,33.070142,1.709428,83.014033,sim,sim,2.0,1.044628,as vezes,nao,2.01051,2.805801,0.0,,carro
M,18.0,1.707259,50.664459,sim,sim,1.786841,,as vezes,nao,1.546856,0.512094,1.608265,,transporte publico
,23.035829,1.598612,42.993937,nao,nao,2.753752,,frequentemente,nao,2.346647,1.612248,0.0,nao,transporte publico
F,23.252457,1.589616,65.127324,nao,sim,2.286146,2.961113,as vezes,nao,2.657303,1.91108,,as vezes,transporte publico
M,19.076443,1.62,69.529625,nao,sim,2.278644,1.0,as vezes,nao,2.628985,,1.285373,as vezes,transporte publico
F,35.483601,1.647514,73.91692,sim,nao,3.0,2.725012,as vezes,nao,1.62244,0.902661,,as vezes,carro
M,25.035915,1.763101,88.532032,sim,sim,1.973499,1.081805,as vezes,nao,2.0,0.0,0.464022,as vezes,transporte publico
F,19.0,1.5,45.0,nao,sim,,3.0,,nao,1.0,0.0,0.0,as vezes,transporte publico
F,23.0,1.75,56.0,nao,nao,3.0,3.0,frequentemente,nao,2.0,2.0,0.0,as vezes,transporte publico
M,18.0,1.716691,51.149283,sim,sim,1.813234,3.0,as vezes,nao,1.274815,0.520407,1.673584,as vezes,transporte publico
F,23.664709,1.738836,133.472641,,sim,3.0,3.0,as vezes,nao,2.863513,1.026452,0.714137,as vezes,transporte publico
,19.478533,1.804099,85.196279,sim,sim,2.459976,3.30846,as vezes,nao,2.078011,1.779646,0.871772,as vezes,transporte publico
F,16.950499,1.603501,65.0,sim,sim,2.96008,,as vezes,nao,2.0,0.736032,1.344072,nao,transporte publico
M,17.188754,1.771915,55.695036,sim,sim,2.0,4.0,as vezes,nao,2.884033,2.0,1.340107,as vezes,transporte publico
F,21.478496,1.686936,51.256059,sim,sim,3.0,3.179995,frequentemente,nao,1.910378,0.480614,0.625079,nao,transporte publico
M,21.0,1.65,60.0,nao,nao,3.0,,frequentemente,nao,1.0,0.0,0.0,as vezes,moto
M,31.783524,1.672959,90.0,sim,sim,2.949242,1.782109,as vezes,nao,2.210997,1.992719,0.0,as vezes,carro
M,25.659092,1.84842,117.631707,sim,sim,2.128574,3.0,as vezes,nao,2.531984,1.003294,0.026575,as vezes,transporte publico
M,37.056193,1.75015,118.206565,sim,sim,2.09283,3.0,as vezes,nao,2.077704,0.598655,0.0,as vezes,carro
F,19.0,1.559567,42.12617,nao,sim,3.0,1.989398,as vezes,nao,2.241607,0.206025,0.284453,nao,transporte publico
M,17.039058,1.799902,95.419668,sim,sim,2.0,3.0,as vezes,nao,3.0,1.04729,0.933802,as vezes,transporte publico
M,30.684347,1.915,129.966428,sim,sim,2.108638,3.0,as vezes,sim,1.014876,0.987521,0.047473,as vezes,transporte publico
M,17.412629,,97.350366,sim,sim,2.0,3.0,as vezes,nao,2.0,0.0,0.931721,nao,transporte publico
M,27.0,1.93,102.0,,sim,2.0,1.0,as vezes,nao,1.0,1.0,0.0,as vezes,transporte publico
F,21.840654,1.747479,136.516648,sim,sim,,3.0,as vezes,nao,1.607531,1.963379,0.858392,as vezes,transporte publico
F,18.078256,1.622999,82.403076,sim,sim,2.340405,3.0,as vezes,nao,1.655245,1.006884,0.548539,nao,transporte publico
M,34.993835,1.752456,84.783756,sim,sim,2.63165,2.98212,as vezes,nao,2.778587,2.667739,0.905181,nao,carro
M,26.348156,1.830317,117.75701,sim,sim,2.068834,3.0,as vezes,nao,,1.217993,0.038253,as vezes,transporte publico
F,26.591628,1.7,78.008388,sim,sim,2.734314,3.0,as vezes,nao,3.0,0.897702,0.908271,frequentemente,
M,18.128249,1.699437,52.08657,sim,sim,2.853513,3.0,as vezes,nao,2.0,0.680464,1.258881,as vezes,transporte publico
,23.32012,1.705813,82.011962,sim,sim,2.784471,2.122545,as vezes,nao,2.984153,2.164472,0.203978,as vezes,transporte publico
M,17.188754,1.771915,55.695036,sim,sim,2.0,4.0,as vezes,nao,2.884033,2.0,1.340107,as vezes,transporte publico
F,20.0,1.61,64.0,sim,nao,3.0,3.0,sempre,nao,2.0,0.0,1.0,frequentemente,transporte publico
F,33.690239,1.681842,77.426465,sim,sim,3.0,2.679724,as vezes,nao,1.999737,1.747347,0.681773,nao,carro
F,23.0,1.6,78.0,sim,sim,2.0,1.0,as vezes,sim,2.0,1.0,0.0,frequentemente,transporte publico
F,26.0,1.610225,104.936381,sim,sim,3.0,3.0,as vezes,nao,1.322004,0.0,0.539876,as vezes,transporte publico
F,26.0,1.622418,110.676343,sim,sim,3.0,3.0,as vezes,nao,2.691584,0.0,0.425473,as vezes,transporte publico
,20.534089,1.861358,115.39792,sim,,2.0,3.0,as vezes,nao,3.0,0.987591,1.914531,as vezes,transporte publico
M,18.0,1.782722,108.044313,sim,sim,2.0,2.655265,as vezes,nao,2.297896,1.0,0.552665,nao,transporte publico
M,20.432717,1.719342,80.790813,sim,sim,2.215464,2.116195,as vezes,nao,1.80996,1.910577,0.971746,nao,transporte publico
M,26.050109,1.773115,115.089316,sim,sim,2.392179,3.0,as vezes,nao,2.16467,1.079934,1.073026,as vezes,transporte publico
M,30.79626,1.789421,109.599453,sim,sim,2.21498,2.282392,,nao,1.179942,1.771754,0.537659,as vezes,carro
M,31.490699,1.773521,120.209711,sim,sim,2.777165,3.0,as vezes,nao,2.106861,0.925941,0.2916,as vezes,carro
F,61.0,,66.0,nao,sim,3.0,3.0,sempre,nao,2.0,1.0,1.0,frequentemente,transporte publico
M,39.585811,1.719153,86.464843,sim,sim,2.325623,1.313403,as vezes,nao,,0.604259,0.0,nao,carro
M,25.0,1.83,,sim,nao,3.0,3.0,as vezes,nao,3.0,2.0,0.0,as vezes,
M,23.0,1.72,82.0,sim,sim,,1.0,as vezes,nao,1.0,1.0,1.0,as vezes,
F,24.023972,1.599697,64.808022,nao,sim,2.903545,3.0,as vezes,nao,1.549931,0.0,0.273882,,transporte publico
M,30.421596,1.819296,122.137917,sim,sim,2.0,3.0,as vezes,nao,1.984323,0.793262,0.0,as vezes,transporte publico
F,26.0,1.633442,111.821817,sim,sim,3.0,3.0,as vezes,nao,2.550672,0.0,0.224655,as vezes,transporte publico
M,30.967417,1.688436,90.0,sim,sim,,2.733077,as vezes,,2.77962,1.454129,0.0,as vezes,carro
M,30.958051,1.906821,128.856677,sim,,2.633855,3.0,as vezes,nao,1.619305,1.847802,0.424612,as vezes,transporte publico
M,20.242237,1.75633,54.567343,sim,sim,2.0,3.98525,as vezes,nao,2.654078,2.113151,2.0,nao,transporte publico
M,40.174191,1.763029,116.974504,sim,sim,2.046651,2.842035,as vezes,nao,1.732072,0.584272,0.0,as vezes,carro
F,25.748627,1.66877,104.774144,sim,sim,3.0,3.0,as vezes,nao,1.526416,0.180158,0.747909,as vezes,
M,18.0,1.7108,50.92538,sim,sim,2.0,3.0,as vezes,nao,2.0,0.0,1.593704,as vezes,transporte publico
F,26.0,1.633887,111.878132,sim,sim,3.0,3.0,as vezes,nao,2.621976,0.0,0.123861,as vezes,transporte publico
M,30.475248,1.801368,121.094257,sim,sim,2.328469,3.0,as vezes,nao,2.001208,0.800487,0.176678,as vezes,carro
F,25.95774,1.62414,102.233445,sim,sim,3.0,3.0,as vezes,nao,1.067716,,1.0,as vezes,transporte publico
F,23.629159,1.70002,80.420434,sim,sim,,3.0,as vezes,nao,2.386904,0.926201,1.34403,as vezes,transporte publico
M,38.71216,1.770278,117.29188,sim,sim,2.252382,2.842848,as vezes,nao,1.879381,0.919388,0.0,as vezes,carro
M,25.047945,1.803207,118.332966,sim,sim,1.431346,3.0,as vezes,nao,2.098959,1.110868,0.196952,as vezes,transporte publico
M,34.0,1.69,,sim,nao,2.0,3.0,as vezes,nao,3.0,,0.0,nao,carro
F,22.0,1.69,65.0,sim,sim,2.0,3.0,,nao,2.0,1.0,1.0,as vezes,transporte publico
F,25.955014,1.626449,104.879602,sim,sim,3.0,3.0,as vezes,nao,2.094901,0.07089,,as vezes,transporte publico
M,23.0,1.72,82.0,sim,sim,,1.0,as vezes,nao,1.0,1.0,1.0,as vezes,
M,22.969366,1.701634,95.0,sim,sim,2.0,3.0,,nao,2.133469,1.030199,1.082838,nao,transporte publico
M,18.0,1.70165,50.157707,sim,sim,1.757466,3.0,as vezes,nao,1.153559,,1.616045,as vezes,transporte publico
F,25.483381,1.565288,64.848627,sim,nao,2.0,1.0,as vezes,nao,1.0,0.740633,0.0,nao,transporte publico
M,29.906575,1.913252,129.232216,,,2.02472,3.0,as vezes,nao,1.800335,1.196368,0.0,as vezes,transporte publico
F,26.0,1.631547,111.588625,sim,sim,3.0,3.0,as vezes,nao,,0.0,0.252635,as vezes,transporte publico
F,26.208134,1.7,78.041338,sim,sim,2.784383,3.0,as vezes,nao,2.165605,0.855973,0.839659,frequentemente,carro
F,22.0,1.69,65.0,sim,sim,2.0,3.0,as vezes,nao,2.0,1.0,1.0,as vezes,transporte publico
M,18.0,1.784402,108.413119,sim,sim,2.0,2.475444,as vezes,nao,2.655795,1.0,0.169879,nao,transporte publico
F,21.131526,1.739457,150.37757,sim,sim,3.0,3.0,as vezes,nao,2.319912,1.582675,0.680746,as vezes,transporte publico
F,22.0,1.69,65.0,sim,sim,2.0,3.0,,nao,2.0,1.0,1.0,as vezes,transporte publico
F,26.0,1.628909,106.875927,sim,sim,3.0,3.0,as vezes,nao,,0.0,0.540812,as vezes,transporte publico
F,16.611837,1.830068,43.534531,nao,sim,2.945967,3.0,as vezes,nao,2.953192,2.830911,1.466667,as vezes,transporte publico
F,19.275687,1.623377,82.851318,sim,sim,1.276858,2.918124,as vezes,nao,1.403784,0.552511,1.560402,as vezes,transporte publico
F,28.0,1.7,73.0,sim,nao,2.0,3.0,frequentemente,nao,2.0,2.0,0.0,as vezes,andando
F,26.0,1.63302,111.863186,sim,sim,3.0,3.0,as vezes,nao,2.584305,0.0,0.232108,as vezes,transporte publico
F,21.289104,1.708291,130.986338,sim,sim,3.0,3.0,as vezes,nao,1.205548,1.723934,0.952352,as vezes,transporte publico
F,25.968792,1.632896,104.988925,sim,sim,3.0,3.0,as vezes,nao,1.239833,0.162279,0.619235,as vezes,transporte publico
M,18.0,1.755823,52.331172,nao,sim,2.596364,3.0,as vezes,nao,2.0,0.281734,1.488372,as vezes,transporte publico
F,25.722004,1.62847,107.218949,sim,sim,3.0,3.0,as vezes,nao,2.48707,0.067329,0.455823,as vezes,transporte publico
M,22.675679,1.823765,96.945262,sim,sim,1.588782,2.601675,as vezes,nao,2.469469,1.736538,1.886855,as vezes,transporte publico
F,29.08107,1.674568,71.602622,sim,sim,2.0,3.0,as vezes,nao,1.701835,1.682271,0.0,as vezes,carro
F,18.610761,1.550723,60.628321,nao,sim,2.823179,2.644692,as vezes,nao,1.226764,0.747528,0.008899,as vezes,transporte publico
M,17.06713,1.896734,59.895052,sim,sim,2.842102,3.34175,as vezes,nao,2.0,2.511157,0.560351,nao,carro
M,18.0,1.75,85.0,sim,nao,2.0,3.0,as vezes,nao,3.0,1.0,0.0,as vezes,transporte publico
M,24.481032,1.661277,90.744965,sim,sim,1.712848,3.0,as vezes,nao,1.162153,0.458981,0.885532,nao,carro
M,21.997335,1.65,80.0,sim,sim,2.0,3.0,as vezes,nao,2.0,0.527341,2.0,nao,transporte publico
M,17.689057,1.713599,83.285753,sim,sim,2.009952,2.716106,as vezes,nao,1.660614,1.0,,as vezes,transporte publico
F,,1.62686,82.410189,sim,sim,2.640801,1.015488,as vezes,nao,2.022355,0.244749,0.289218,as vezes,transporte publico
M,33.749594,1.701387,107.025415,sim,sim,,2.87747,as vezes,nao,1.0,1.980401,0.0,nao,carro
M,31.490699,1.773521,120.209711,sim,sim,2.777165,3.0,as vezes,nao,2.106861,0.925941,0.2916,as vezes,carro
F,20.744839,1.667852,49.803921,sim,sim,2.977018,3.193671,frequentemente,nao,2.482933,2.0,1.0,nao,transporte publico
M,29.721964,1.918859,129.991623,sim,sim,2.041376,3.0,as vezes,nao,1.120213,1.05545,0.0,as vezes,transporte publico
M,19.920629,1.768493,57.790381,sim,sim,2.0,3.897078,as vezes,nao,2.622638,2.0,1.894105,,carro
,19.434709,1.525691,42.0,nao,sim,3.0,1.0,frequentemente,nao,1.764055,0.0,0.560887,as vezes,transporte publico
M,21.72738,1.783782,105.000276,sim,sim,2.044326,3.0,as vezes,nao,2.35818,0.349371,0.0,,transporte publico
F,23.474165,1.577115,78.0,sim,sim,2.0,1.0,as vezes,nao,2.0,0.876101,0.0,nao,transporte publico
F,18.0,1.456346,55.523481,nao,sim,2.0,3.0,as vezes,nao,1.040342,0.497373,1.783319,as vezes,transporte publico
M,19.241058,1.856811,88.633616,sim,sim,2.047069,,as vezes,nao,1.641022,1.554817,0.248218,as vezes,transporte publico
F,18.0,1.54,,nao,nao,3.0,4.0,frequentemente,nao,2.0,1.0,1.0,nao,transporte publico
M,20.0,1.65,58.0,nao,sim,2.0,3.0,as vezes,nao,,,1.0,as vezes,transporte publico
M,29.883021,,112.438508,sim,sim,2.065752,3.0,as vezes,nao,2.078297,0.0,0.677354,as vezes,carro
M,32.259623,1.703346,102.686239,sim,sim,2.723953,1.924168,as vezes,nao,1.0,1.622055,0.069367,nao,transporte publico
M,27.0,1.85,75.0,sim,sim,2.0,1.0,as vezes,nao,2.0,1.0,0.0,nao,andando
M,31.327609,1.737984,82.523113,sim,sim,,3.071028,as vezes,nao,1.738959,0.090147,0.0,as vezes,carro
M,34.432669,1.694997,84.451423,sim,sim,,2.693646,as vezes,nao,2.60669,1.170823,0.290898,nao,carro
F,21.291969,1.8002,,sim,sim,3.0,3.0,as vezes,nao,2.351193,1.051889,0.686491,as vezes,transporte publico
F,33.700749,1.642971,74.803157,sim,nao,3.0,1.146052,as vezes,nao,1.074048,0.679935,0.0,as vezes,carro
M,34.288249,1.835678,96.01851,sim,sim,2.0,1.546665,as vezes,nao,3.0,1.0,0.0,as vezes,carro
F,18.367481,1.745644,133.665587,sim,sim,3.0,,as vezes,nao,2.900857,1.508897,0.625371,,transporte publico
F,27.0,1.55,62.877347,nao,sim,2.244142,1.704828,as vezes,nao,1.0,0.792929,0.395468,as vezes,transporte publico
F,25.777565,1.628205,107.378702,sim,sim,3.0,3.0,as vezes,nao,2.506631,0.025787,0.484165,as vezes,transporte publico
M,23.360307,1.610647,100.642257,sim,sim,2.997524,1.154318,as vezes,nao,1.238057,1.1293,1.665621,nao,
F,26.0,1.62439,110.008636,sim,sim,3.0,3.0,as vezes,,,0.0,0.368472,as vezes,transporte publico
M,20.013906,1.647821,106.509947,sim,sim,2.869778,1.468948,as vezes,nao,1.656082,0.0,1.444033,nao,transporte publico
M,21.0,1.75,50.0,sim,,3.0,4.0,frequentemente,nao,,1.0,0.0,nao,andando
M,22.285024,1.75376,55.879263,,sim,2.450218,3.995147,as vezes,nao,2.147746,,0.58998,as vezes,transporte publico
M,31.761799,1.751688,119.205308,,sim,2.14961,3.0,as vezes,nao,2.133876,0.393452,0.345887,,carro
M,25.036269,1.874519,121.244969,sim,sim,2.630137,,as vezes,nao,2.960088,1.356468,0.0,as vezes,transporte publico
F,22.865018,1.632118,82.0,sim,sim,2.587789,1.482103,as vezes,nao,1.911664,0.0,,as vezes,transporte publico
F,18.052394,1.725233,75.970712,sim,,2.927409,3.0,as vezes,nao,2.209991,1.0,0.797215,frequentemente,transporte publico
M,19.556729,1.767563,56.307019,sim,sim,2.362918,4.0,as vezes,nao,2.358172,2.0,0.939819,nao,carro
F,19.431662,1.631662,82.0,sim,sim,2.843456,2.937989,as vezes,nao,1.001995,0.0,1.554404,nao,transporte publico
M,21.379676,1.701413,96.710735,sim,sim,2.0,2.961192,as vezes,nao,2.623344,0.981686,1.35537,nao,transporte publico
M,41.0,1.75,116.594351,sim,sim,2.0,2.831771,as vezes,nao,1.725226,0.356288,0.0,as vezes,carro
M,21.0,1.62,70.0,nao,sim,2.0,1.0,nao,nao,3.0,1.0,0.0,as vezes,transporte publico
F,25.95774,1.62414,102.233445,sim,sim,3.0,3.0,as vezes,nao,1.067716,,1.0,as vezes,transporte publico
M,17.412629,,97.350366,sim,sim,2.0,3.0,as vezes,nao,2.0,0.0,0.931721,nao,transporte publico
F,23.586058,1.700499,81.108599,sim,sim,2.042762,2.9774,as vezes,nao,1.522426,0.501417,1.029135,as vezes,transporte publico
F,20.0,1.57,60.0,nao,sim,3.0,,as vezes,nao,3.0,0.0,1.0,as vezes,transporte publico
F,25.934757,1.579893,102.134646,sim,sim,3.0,3.0,as vezes,nao,1.005864,0.02006,0.695838,,transporte publico
F,19.0,1.76,79.349221,sim,sim,2.0,1.893811,as vezes,nao,3.0,1.376229,1.801322,nao,transporte publico
F,19.0,1.63,58.0,nao,nao,3.0,3.0,as vezes,nao,2.0,0.0,0.0,nao,transporte publico
F,32.278869,1.64602,74.147443,sim,sim,2.885178,2.562895,as vezes,nao,1.017006,0.588673,0.916291,as vezes,carro
F,26.0,1.639524,111.945588,sim,sim,,3.0,as vezes,nao,2.739351,0.0,0.064769,as vezes,transporte publico
,21.652229,1.700181,,sim,sim,2.086093,3.546352,as vezes,nao,2.081121,1.993666,0.673835,as vezes,transporte publico
F,20.0,1.65,75.0,sim,sim,3.0,1.0,as vezes,nao,2.0,1.0,1.0,nao,
M,19.21638,1.812472,86.748295,sim,sim,2.0,3.0,as vezes,nao,2.168651,0.977998,0.142638,as vezes,transporte publico
M,22.789402,1.64187,104.270062,sim,sim,2.869833,1.569176,as vezes,nao,1.533682,0.167943,1.368262,nao,transporte publico
F,26.0,1.628909,106.875927,sim,sim,3.0,3.0,as vezes,nao,,0.0,0.540812,as vezes,transporte publico
M,24.521879,,97.582959,sim,sim,2.973569,2.650088,as vezes,nao,1.003063,1.981154,0.157007,nao,transporte publico
